"CPP","Year","Indicator","Type","value"
"Argyll and Bute","2005-2006","Employment Rate","Raw",76.8
"Argyll and Bute","2006-2007","Employment Rate","Raw",77.5
"Argyll and Bute","2007-2008","Employment Rate","Raw",76.5666666666667
"Argyll and Bute","2008-2009","Employment Rate","Raw",74.9
"Argyll and Bute","2009-2010","Employment Rate","Raw",73.2666666666667
"Argyll and Bute","2010-2011","Employment Rate","Raw",72.3666666666667
"Argyll and Bute","2011-2012","Employment Rate","Raw",71.4666666666667
"Argyll and Bute","2012-2013","Employment Rate","Raw",72.1333333333333
"Argyll and Bute","2013-2014","Employment Rate","Raw",73.8333333333333
"Argyll and Bute","2014-2015","Employment Rate","Raw",75.5666666666667
"Argyll and Bute","2015-2016","Employment Rate","Raw",76.8666666666667
"Argyll and Bute","2016-2017","Employment Rate","Raw",77
"Argyll and Bute","2017-2018","Employment Rate","Raw",76.4666666666667
"Argyll and Bute","2018-2019","Employment Rate","Raw",75.6
"Argyll and Bute","2019-2020","Employment Rate","Raw",75.2
"Edinburgh, City of","2005-2006","Employment Rate","Raw",75
"Edinburgh, City of","2006-2007","Employment Rate","Raw",74.7333333333333
"Edinburgh, City of","2007-2008","Employment Rate","Raw",74.8333333333333
"Edinburgh, City of","2008-2009","Employment Rate","Raw",73.1333333333333
"Edinburgh, City of","2009-2010","Employment Rate","Raw",72.1
"Edinburgh, City of","2010-2011","Employment Rate","Raw",70.6
"Edinburgh, City of","2011-2012","Employment Rate","Raw",71.6
"Edinburgh, City of","2012-2013","Employment Rate","Raw",71.9666666666667
"Edinburgh, City of","2013-2014","Employment Rate","Raw",72.8
"Edinburgh, City of","2014-2015","Employment Rate","Raw",72.5333333333333
"Edinburgh, City of","2015-2016","Employment Rate","Raw",72.8333333333333
"Edinburgh, City of","2016-2017","Employment Rate","Raw",73.5333333333333
"Edinburgh, City of","2017-2018","Employment Rate","Raw",75.3666666666667
"Edinburgh, City of","2018-2019","Employment Rate","Raw",76.1333333333333
"Edinburgh, City of","2019-2020","Employment Rate","Raw",76.0333333333333
"Clackmannanshire","2005-2006","Employment Rate","Raw",70.9
"Clackmannanshire","2006-2007","Employment Rate","Raw",69.7666666666667
"Clackmannanshire","2007-2008","Employment Rate","Raw",69.2
"Clackmannanshire","2008-2009","Employment Rate","Raw",69.4333333333333
"Clackmannanshire","2009-2010","Employment Rate","Raw",71.6666666666667
"Clackmannanshire","2010-2011","Employment Rate","Raw",71
"Clackmannanshire","2011-2012","Employment Rate","Raw",68.9333333333333
"Clackmannanshire","2012-2013","Employment Rate","Raw",66.4
"Clackmannanshire","2013-2014","Employment Rate","Raw",67.0666666666667
"Clackmannanshire","2014-2015","Employment Rate","Raw",68.4666666666667
"Clackmannanshire","2015-2016","Employment Rate","Raw",69.1333333333333
"Clackmannanshire","2016-2017","Employment Rate","Raw",70.7666666666667
"Clackmannanshire","2017-2018","Employment Rate","Raw",71.8666666666667
"Clackmannanshire","2018-2019","Employment Rate","Raw",73.0666666666667
"Clackmannanshire","2019-2020","Employment Rate","Raw",73.0666666666667
"Dumfries and Galloway","2005-2006","Employment Rate","Raw",76.0666666666667
"Dumfries and Galloway","2006-2007","Employment Rate","Raw",75.9
"Dumfries and Galloway","2007-2008","Employment Rate","Raw",74.7666666666667
"Dumfries and Galloway","2008-2009","Employment Rate","Raw",74.1
"Dumfries and Galloway","2009-2010","Employment Rate","Raw",72.6
"Dumfries and Galloway","2010-2011","Employment Rate","Raw",71
"Dumfries and Galloway","2011-2012","Employment Rate","Raw",69.1333333333333
"Dumfries and Galloway","2012-2013","Employment Rate","Raw",69.3666666666667
"Dumfries and Galloway","2013-2014","Employment Rate","Raw",70.8
"Dumfries and Galloway","2014-2015","Employment Rate","Raw",73.3333333333333
"Dumfries and Galloway","2015-2016","Employment Rate","Raw",74.2666666666667
"Dumfries and Galloway","2016-2017","Employment Rate","Raw",75.5
"Dumfries and Galloway","2017-2018","Employment Rate","Raw",74.3666666666667
"Dumfries and Galloway","2018-2019","Employment Rate","Raw",74.4
"Dumfries and Galloway","2019-2020","Employment Rate","Raw",71.2666666666667
"Dundee City","2005-2006","Employment Rate","Raw",69.0666666666667
"Dundee City","2006-2007","Employment Rate","Raw",70
"Dundee City","2007-2008","Employment Rate","Raw",69.3333333333333
"Dundee City","2008-2009","Employment Rate","Raw",68.6666666666667
"Dundee City","2009-2010","Employment Rate","Raw",68.4
"Dundee City","2010-2011","Employment Rate","Raw",67.9
"Dundee City","2011-2012","Employment Rate","Raw",67.1666666666667
"Dundee City","2012-2013","Employment Rate","Raw",63.6333333333333
"Dundee City","2013-2014","Employment Rate","Raw",63.5
"Dundee City","2014-2015","Employment Rate","Raw",62.6666666666667
"Dundee City","2015-2016","Employment Rate","Raw",64.7333333333333
"Dundee City","2016-2017","Employment Rate","Raw",64.3
"Dundee City","2017-2018","Employment Rate","Raw",65.3
"Dundee City","2018-2019","Employment Rate","Raw",67.2333333333333
"Dundee City","2019-2020","Employment Rate","Raw",69.6333333333333
"East Ayrshire","2005-2006","Employment Rate","Raw",68.9
"East Ayrshire","2006-2007","Employment Rate","Raw",69.7666666666667
"East Ayrshire","2007-2008","Employment Rate","Raw",70.3
"East Ayrshire","2008-2009","Employment Rate","Raw",70
"East Ayrshire","2009-2010","Employment Rate","Raw",69.6666666666667
"East Ayrshire","2010-2011","Employment Rate","Raw",68.6
"East Ayrshire","2011-2012","Employment Rate","Raw",68.2666666666667
"East Ayrshire","2012-2013","Employment Rate","Raw",67.7666666666667
"East Ayrshire","2013-2014","Employment Rate","Raw",68.3666666666667
"East Ayrshire","2014-2015","Employment Rate","Raw",68.7666666666667
"East Ayrshire","2015-2016","Employment Rate","Raw",68.1
"East Ayrshire","2016-2017","Employment Rate","Raw",68.9666666666667
"East Ayrshire","2017-2018","Employment Rate","Raw",69.7333333333333
"East Ayrshire","2018-2019","Employment Rate","Raw",71.5
"East Ayrshire","2019-2020","Employment Rate","Raw",72.1666666666667
"East Dunbartonshire","2005-2006","Employment Rate","Raw",78.7333333333333
"East Dunbartonshire","2006-2007","Employment Rate","Raw",78.0333333333333
"East Dunbartonshire","2007-2008","Employment Rate","Raw",76.6
"East Dunbartonshire","2008-2009","Employment Rate","Raw",75.2333333333333
"East Dunbartonshire","2009-2010","Employment Rate","Raw",74
"East Dunbartonshire","2010-2011","Employment Rate","Raw",73.4
"East Dunbartonshire","2011-2012","Employment Rate","Raw",73.6666666666667
"East Dunbartonshire","2012-2013","Employment Rate","Raw",74.6
"East Dunbartonshire","2013-2014","Employment Rate","Raw",74.5666666666667
"East Dunbartonshire","2014-2015","Employment Rate","Raw",74.5
"East Dunbartonshire","2015-2016","Employment Rate","Raw",74.6
"East Dunbartonshire","2016-2017","Employment Rate","Raw",76.0333333333333
"East Dunbartonshire","2017-2018","Employment Rate","Raw",76.8666666666667
"East Dunbartonshire","2018-2019","Employment Rate","Raw",76.9333333333333
"East Dunbartonshire","2019-2020","Employment Rate","Raw",76.4333333333333
"East Lothian","2005-2006","Employment Rate","Raw",76.4666666666667
"East Lothian","2006-2007","Employment Rate","Raw",76.5666666666667
"East Lothian","2007-2008","Employment Rate","Raw",76.2333333333333
"East Lothian","2008-2009","Employment Rate","Raw",75.4333333333333
"East Lothian","2009-2010","Employment Rate","Raw",74.2333333333333
"East Lothian","2010-2011","Employment Rate","Raw",73.1
"East Lothian","2011-2012","Employment Rate","Raw",73.2333333333333
"East Lothian","2012-2013","Employment Rate","Raw",74.1666666666667
"East Lothian","2013-2014","Employment Rate","Raw",74.9333333333333
"East Lothian","2014-2015","Employment Rate","Raw",74.9
"East Lothian","2015-2016","Employment Rate","Raw",74.8333333333333
"East Lothian","2016-2017","Employment Rate","Raw",75.9666666666667
"East Lothian","2017-2018","Employment Rate","Raw",77.3
"East Lothian","2018-2019","Employment Rate","Raw",78.9666666666667
"East Lothian","2019-2020","Employment Rate","Raw",78
"East Renfrewshire","2005-2006","Employment Rate","Raw",77.0666666666667
"East Renfrewshire","2006-2007","Employment Rate","Raw",76.2333333333333
"East Renfrewshire","2007-2008","Employment Rate","Raw",75.6
"East Renfrewshire","2008-2009","Employment Rate","Raw",74.4
"East Renfrewshire","2009-2010","Employment Rate","Raw",73.2
"East Renfrewshire","2010-2011","Employment Rate","Raw",72.3333333333333
"East Renfrewshire","2011-2012","Employment Rate","Raw",72.7333333333333
"East Renfrewshire","2012-2013","Employment Rate","Raw",73.3666666666667
"East Renfrewshire","2013-2014","Employment Rate","Raw",74
"East Renfrewshire","2014-2015","Employment Rate","Raw",74.6666666666667
"East Renfrewshire","2015-2016","Employment Rate","Raw",75.3333333333333
"East Renfrewshire","2016-2017","Employment Rate","Raw",75.8
"East Renfrewshire","2017-2018","Employment Rate","Raw",75.1333333333333
"East Renfrewshire","2018-2019","Employment Rate","Raw",74.6333333333333
"East Renfrewshire","2019-2020","Employment Rate","Raw",73.5333333333333
"Falkirk","2005-2006","Employment Rate","Raw",74.9
"Falkirk","2006-2007","Employment Rate","Raw",75.5666666666667
"Falkirk","2007-2008","Employment Rate","Raw",75.5
"Falkirk","2008-2009","Employment Rate","Raw",74.3
"Falkirk","2009-2010","Employment Rate","Raw",73.1666666666667
"Falkirk","2010-2011","Employment Rate","Raw",72.1666666666667
"Falkirk","2011-2012","Employment Rate","Raw",72.3666666666667
"Falkirk","2012-2013","Employment Rate","Raw",72.7333333333333
"Falkirk","2013-2014","Employment Rate","Raw",73
"Falkirk","2014-2015","Employment Rate","Raw",73.8
"Falkirk","2015-2016","Employment Rate","Raw",74.8333333333333
"Falkirk","2016-2017","Employment Rate","Raw",76.0333333333333
"Falkirk","2017-2018","Employment Rate","Raw",76.1
"Falkirk","2018-2019","Employment Rate","Raw",75.0666666666667
"Falkirk","2019-2020","Employment Rate","Raw",74.9666666666667
"Fife","2005-2006","Employment Rate","Raw",73.8666666666667
"Fife","2006-2007","Employment Rate","Raw",73.4666666666667
"Fife","2007-2008","Employment Rate","Raw",73.5
"Fife","2008-2009","Employment Rate","Raw",72.9
"Fife","2009-2010","Employment Rate","Raw",72.0666666666667
"Fife","2010-2011","Employment Rate","Raw",70.8
"Fife","2011-2012","Employment Rate","Raw",70.4333333333333
"Fife","2012-2013","Employment Rate","Raw",70.4333333333333
"Fife","2013-2014","Employment Rate","Raw",71.1666666666667
"Fife","2014-2015","Employment Rate","Raw",72.2333333333333
"Fife","2015-2016","Employment Rate","Raw",73.1666666666667
"Fife","2016-2017","Employment Rate","Raw",73.6666666666667
"Fife","2017-2018","Employment Rate","Raw",74.0333333333333
"Fife","2018-2019","Employment Rate","Raw",73.3666666666667
"Fife","2019-2020","Employment Rate","Raw",72.3666666666667
"Glasgow City","2005-2006","Employment Rate","Raw",63
"Glasgow City","2006-2007","Employment Rate","Raw",64.0333333333333
"Glasgow City","2007-2008","Employment Rate","Raw",64.4333333333333
"Glasgow City","2008-2009","Employment Rate","Raw",63.8333333333333
"Glasgow City","2009-2010","Employment Rate","Raw",62.3666666666667
"Glasgow City","2010-2011","Employment Rate","Raw",61.9666666666667
"Glasgow City","2011-2012","Employment Rate","Raw",60.8666666666667
"Glasgow City","2012-2013","Employment Rate","Raw",61.6666666666667
"Glasgow City","2013-2014","Employment Rate","Raw",62.6666666666667
"Glasgow City","2014-2015","Employment Rate","Raw",65
"Glasgow City","2015-2016","Employment Rate","Raw",66.1
"Glasgow City","2016-2017","Employment Rate","Raw",66.3666666666667
"Glasgow City","2017-2018","Employment Rate","Raw",66.5333333333333
"Glasgow City","2018-2019","Employment Rate","Raw",66.0666666666667
"Glasgow City","2019-2020","Employment Rate","Raw",67.2333333333333
"Highland","2005-2006","Employment Rate","Raw",79.5666666666667
"Highland","2006-2007","Employment Rate","Raw",79.3666666666667
"Highland","2007-2008","Employment Rate","Raw",80
"Highland","2008-2009","Employment Rate","Raw",80.3333333333333
"Highland","2009-2010","Employment Rate","Raw",79.4333333333333
"Highland","2010-2011","Employment Rate","Raw",79.5333333333333
"Highland","2011-2012","Employment Rate","Raw",77.7
"Highland","2012-2013","Employment Rate","Raw",76.3333333333333
"Highland","2013-2014","Employment Rate","Raw",75.9666666666667
"Highland","2014-2015","Employment Rate","Raw",77.2333333333333
"Highland","2015-2016","Employment Rate","Raw",79.1666666666667
"Highland","2016-2017","Employment Rate","Raw",80.1
"Highland","2017-2018","Employment Rate","Raw",80.2666666666667
"Highland","2018-2019","Employment Rate","Raw",80.2666666666667
"Highland","2019-2020","Employment Rate","Raw",79.0666666666667
"Inverclyde","2005-2006","Employment Rate","Raw",68.5333333333333
"Inverclyde","2006-2007","Employment Rate","Raw",69.2333333333333
"Inverclyde","2007-2008","Employment Rate","Raw",69.5333333333333
"Inverclyde","2008-2009","Employment Rate","Raw",69
"Inverclyde","2009-2010","Employment Rate","Raw",69.2333333333333
"Inverclyde","2010-2011","Employment Rate","Raw",68.2333333333333
"Inverclyde","2011-2012","Employment Rate","Raw",67.5333333333333
"Inverclyde","2012-2013","Employment Rate","Raw",67.3
"Inverclyde","2013-2014","Employment Rate","Raw",68.3666666666667
"Inverclyde","2014-2015","Employment Rate","Raw",69.0333333333333
"Inverclyde","2015-2016","Employment Rate","Raw",69.6333333333333
"Inverclyde","2016-2017","Employment Rate","Raw",69.9666666666667
"Inverclyde","2017-2018","Employment Rate","Raw",71.8666666666667
"Inverclyde","2018-2019","Employment Rate","Raw",71.0333333333333
"Inverclyde","2019-2020","Employment Rate","Raw",70.9666666666667
"Midlothian","2005-2006","Employment Rate","Raw",78.2666666666667
"Midlothian","2006-2007","Employment Rate","Raw",78.3666666666667
"Midlothian","2007-2008","Employment Rate","Raw",78.2333333333333
"Midlothian","2008-2009","Employment Rate","Raw",77.1
"Midlothian","2009-2010","Employment Rate","Raw",74.8666666666667
"Midlothian","2010-2011","Employment Rate","Raw",74.3666666666667
"Midlothian","2011-2012","Employment Rate","Raw",74.1666666666667
"Midlothian","2012-2013","Employment Rate","Raw",74.6
"Midlothian","2013-2014","Employment Rate","Raw",74.4333333333333
"Midlothian","2014-2015","Employment Rate","Raw",74.1666666666667
"Midlothian","2015-2016","Employment Rate","Raw",75.5
"Midlothian","2016-2017","Employment Rate","Raw",77.2333333333333
"Midlothian","2017-2018","Employment Rate","Raw",79.2666666666667
"Midlothian","2018-2019","Employment Rate","Raw",80.3333333333333
"Midlothian","2019-2020","Employment Rate","Raw",78.7666666666667
"Moray","2005-2006","Employment Rate","Raw",75.8333333333333
"Moray","2006-2007","Employment Rate","Raw",76.6333333333333
"Moray","2007-2008","Employment Rate","Raw",78.4
"Moray","2008-2009","Employment Rate","Raw",78.8666666666667
"Moray","2009-2010","Employment Rate","Raw",79.0333333333333
"Moray","2010-2011","Employment Rate","Raw",78.2666666666667
"Moray","2011-2012","Employment Rate","Raw",78.6666666666667
"Moray","2012-2013","Employment Rate","Raw",78.3666666666667
"Moray","2013-2014","Employment Rate","Raw",77.5
"Moray","2014-2015","Employment Rate","Raw",75.9
"Moray","2015-2016","Employment Rate","Raw",74.5666666666667
"Moray","2016-2017","Employment Rate","Raw",73.9333333333333
"Moray","2017-2018","Employment Rate","Raw",73.9666666666667
"Moray","2018-2019","Employment Rate","Raw",74.9333333333333
"Moray","2019-2020","Employment Rate","Raw",74.5333333333333
"Eilean Siar","2005-2006","Employment Rate","Raw",77.9333333333333
"Eilean Siar","2006-2007","Employment Rate","Raw",78.2666666666667
"Eilean Siar","2007-2008","Employment Rate","Raw",76.8333333333333
"Eilean Siar","2008-2009","Employment Rate","Raw",75.3
"Eilean Siar","2009-2010","Employment Rate","Raw",71
"Eilean Siar","2010-2011","Employment Rate","Raw",69.0333333333333
"Eilean Siar","2011-2012","Employment Rate","Raw",68.3333333333333
"Eilean Siar","2012-2013","Employment Rate","Raw",71.6333333333333
"Eilean Siar","2013-2014","Employment Rate","Raw",73.5
"Eilean Siar","2014-2015","Employment Rate","Raw",75.8666666666667
"Eilean Siar","2015-2016","Employment Rate","Raw",76.5666666666667
"Eilean Siar","2016-2017","Employment Rate","Raw",78.9
"Eilean Siar","2017-2018","Employment Rate","Raw",79.9666666666667
"Eilean Siar","2018-2019","Employment Rate","Raw",81.3666666666667
"Eilean Siar","2019-2020","Employment Rate","Raw",81.2
"North Ayrshire","2005-2006","Employment Rate","Raw",68.2
"North Ayrshire","2006-2007","Employment Rate","Raw",68.6333333333333
"North Ayrshire","2007-2008","Employment Rate","Raw",68.4
"North Ayrshire","2008-2009","Employment Rate","Raw",67.2666666666667
"North Ayrshire","2009-2010","Employment Rate","Raw",65.0333333333333
"North Ayrshire","2010-2011","Employment Rate","Raw",62.8666666666667
"North Ayrshire","2011-2012","Employment Rate","Raw",61.7333333333333
"North Ayrshire","2012-2013","Employment Rate","Raw",62.0666666666667
"North Ayrshire","2013-2014","Employment Rate","Raw",64.3333333333333
"North Ayrshire","2014-2015","Employment Rate","Raw",65.0666666666667
"North Ayrshire","2015-2016","Employment Rate","Raw",65.8
"North Ayrshire","2016-2017","Employment Rate","Raw",66.5
"North Ayrshire","2017-2018","Employment Rate","Raw",68.5
"North Ayrshire","2018-2019","Employment Rate","Raw",70.3
"North Ayrshire","2019-2020","Employment Rate","Raw",68.9333333333333
"North Lanarkshire","2005-2006","Employment Rate","Raw",70.2333333333333
"North Lanarkshire","2006-2007","Employment Rate","Raw",70.9333333333333
"North Lanarkshire","2007-2008","Employment Rate","Raw",71.3
"North Lanarkshire","2008-2009","Employment Rate","Raw",70.3333333333333
"North Lanarkshire","2009-2010","Employment Rate","Raw",70.2
"North Lanarkshire","2010-2011","Employment Rate","Raw",69.6333333333333
"North Lanarkshire","2011-2012","Employment Rate","Raw",69.5333333333333
"North Lanarkshire","2012-2013","Employment Rate","Raw",69.5666666666667
"North Lanarkshire","2013-2014","Employment Rate","Raw",70.2666666666667
"North Lanarkshire","2014-2015","Employment Rate","Raw",71.0666666666667
"North Lanarkshire","2015-2016","Employment Rate","Raw",72.4
"North Lanarkshire","2016-2017","Employment Rate","Raw",73.6
"North Lanarkshire","2017-2018","Employment Rate","Raw",74.6666666666667
"North Lanarkshire","2018-2019","Employment Rate","Raw",74.4
"North Lanarkshire","2019-2020","Employment Rate","Raw",71.8666666666667
"Orkney Islands","2005-2006","Employment Rate","Raw",82.0666666666667
"Orkney Islands","2006-2007","Employment Rate","Raw",82.5333333333333
"Orkney Islands","2007-2008","Employment Rate","Raw",82.2666666666667
"Orkney Islands","2008-2009","Employment Rate","Raw",83.7333333333333
"Orkney Islands","2009-2010","Employment Rate","Raw",82.2666666666667
"Orkney Islands","2010-2011","Employment Rate","Raw",81.0333333333333
"Orkney Islands","2011-2012","Employment Rate","Raw",80.4
"Orkney Islands","2012-2013","Employment Rate","Raw",81.5
"Orkney Islands","2013-2014","Employment Rate","Raw",84.4666666666667
"Orkney Islands","2014-2015","Employment Rate","Raw",85.2333333333333
"Orkney Islands","2015-2016","Employment Rate","Raw",87.2
"Orkney Islands","2016-2017","Employment Rate","Raw",87.5
"Orkney Islands","2017-2018","Employment Rate","Raw",88.5333333333333
"Orkney Islands","2018-2019","Employment Rate","Raw",88.4333333333333
"Orkney Islands","2019-2020","Employment Rate","Raw",86.4
"Perth and Kinross","2005-2006","Employment Rate","Raw",76.0333333333333
"Perth and Kinross","2006-2007","Employment Rate","Raw",76.4333333333333
"Perth and Kinross","2007-2008","Employment Rate","Raw",76.4
"Perth and Kinross","2008-2009","Employment Rate","Raw",75.2
"Perth and Kinross","2009-2010","Employment Rate","Raw",74.8333333333333
"Perth and Kinross","2010-2011","Employment Rate","Raw",74.7
"Perth and Kinross","2011-2012","Employment Rate","Raw",74.9666666666667
"Perth and Kinross","2012-2013","Employment Rate","Raw",75.1666666666667
"Perth and Kinross","2013-2014","Employment Rate","Raw",75.7666666666667
"Perth and Kinross","2014-2015","Employment Rate","Raw",77.1
"Perth and Kinross","2015-2016","Employment Rate","Raw",77.5666666666667
"Perth and Kinross","2016-2017","Employment Rate","Raw",77.1
"Perth and Kinross","2017-2018","Employment Rate","Raw",78.0333333333333
"Perth and Kinross","2018-2019","Employment Rate","Raw",79.2
"Perth and Kinross","2019-2020","Employment Rate","Raw",78.1
"Renfrewshire","2005-2006","Employment Rate","Raw",73.3666666666667
"Renfrewshire","2006-2007","Employment Rate","Raw",73.7
"Renfrewshire","2007-2008","Employment Rate","Raw",73.7333333333333
"Renfrewshire","2008-2009","Employment Rate","Raw",72.3333333333333
"Renfrewshire","2009-2010","Employment Rate","Raw",70.1
"Renfrewshire","2010-2011","Employment Rate","Raw",68.3333333333333
"Renfrewshire","2011-2012","Employment Rate","Raw",68.6
"Renfrewshire","2012-2013","Employment Rate","Raw",70.4
"Renfrewshire","2013-2014","Employment Rate","Raw",72.2666666666667
"Renfrewshire","2014-2015","Employment Rate","Raw",73.3333333333333
"Renfrewshire","2015-2016","Employment Rate","Raw",74.0333333333333
"Renfrewshire","2016-2017","Employment Rate","Raw",75.7
"Renfrewshire","2017-2018","Employment Rate","Raw",76.2666666666667
"Renfrewshire","2018-2019","Employment Rate","Raw",76.7
"Renfrewshire","2019-2020","Employment Rate","Raw",75.9666666666667
"Scottish Borders","2005-2006","Employment Rate","Raw",76.9
"Scottish Borders","2006-2007","Employment Rate","Raw",77.4333333333333
"Scottish Borders","2007-2008","Employment Rate","Raw",77.7333333333333
"Scottish Borders","2008-2009","Employment Rate","Raw",76.3666666666667
"Scottish Borders","2009-2010","Employment Rate","Raw",74.1333333333333
"Scottish Borders","2010-2011","Employment Rate","Raw",72.4666666666667
"Scottish Borders","2011-2012","Employment Rate","Raw",72.6333333333333
"Scottish Borders","2012-2013","Employment Rate","Raw",73.8
"Scottish Borders","2013-2014","Employment Rate","Raw",75.4
"Scottish Borders","2014-2015","Employment Rate","Raw",76.4333333333333
"Scottish Borders","2015-2016","Employment Rate","Raw",75.8666666666667
"Scottish Borders","2016-2017","Employment Rate","Raw",74.9666666666667
"Scottish Borders","2017-2018","Employment Rate","Raw",74.6
"Scottish Borders","2018-2019","Employment Rate","Raw",74.8666666666667
"Scottish Borders","2019-2020","Employment Rate","Raw",74.9
"Shetland Islands","2005-2006","Employment Rate","Raw",83.4666666666667
"Shetland Islands","2006-2007","Employment Rate","Raw",84.2666666666667
"Shetland Islands","2007-2008","Employment Rate","Raw",84.3
"Shetland Islands","2008-2009","Employment Rate","Raw",85.1
"Shetland Islands","2009-2010","Employment Rate","Raw",84.6
"Shetland Islands","2010-2011","Employment Rate","Raw",83.9333333333333
"Shetland Islands","2011-2012","Employment Rate","Raw",80.5333333333333
"Shetland Islands","2012-2013","Employment Rate","Raw",81.1
"Shetland Islands","2013-2014","Employment Rate","Raw",80.1666666666667
"Shetland Islands","2014-2015","Employment Rate","Raw",84.6666666666667
"Shetland Islands","2015-2016","Employment Rate","Raw",84.8333333333333
"Shetland Islands","2016-2017","Employment Rate","Raw",85.5666666666667
"Shetland Islands","2017-2018","Employment Rate","Raw",83.7333333333333
"Shetland Islands","2018-2019","Employment Rate","Raw",80.2
"Shetland Islands","2019-2020","Employment Rate","Raw",76.5
"South Ayrshire","2005-2006","Employment Rate","Raw",71.9
"South Ayrshire","2006-2007","Employment Rate","Raw",72.6
"South Ayrshire","2007-2008","Employment Rate","Raw",72.9333333333333
"South Ayrshire","2008-2009","Employment Rate","Raw",71.8
"South Ayrshire","2009-2010","Employment Rate","Raw",69.7666666666667
"South Ayrshire","2010-2011","Employment Rate","Raw",67.8333333333333
"South Ayrshire","2011-2012","Employment Rate","Raw",67.8666666666667
"South Ayrshire","2012-2013","Employment Rate","Raw",69.6666666666667
"South Ayrshire","2013-2014","Employment Rate","Raw",71.6
"South Ayrshire","2014-2015","Employment Rate","Raw",72.5666666666667
"South Ayrshire","2015-2016","Employment Rate","Raw",72.1
"South Ayrshire","2016-2017","Employment Rate","Raw",72.1333333333333
"South Ayrshire","2017-2018","Employment Rate","Raw",71.5
"South Ayrshire","2018-2019","Employment Rate","Raw",72.5333333333333
"South Ayrshire","2019-2020","Employment Rate","Raw",71.7333333333333
"South Lanarkshire","2005-2006","Employment Rate","Raw",73.1666666666667
"South Lanarkshire","2006-2007","Employment Rate","Raw",74.3
"South Lanarkshire","2007-2008","Employment Rate","Raw",74.6
"South Lanarkshire","2008-2009","Employment Rate","Raw",73.6333333333333
"South Lanarkshire","2009-2010","Employment Rate","Raw",72.2333333333333
"South Lanarkshire","2010-2011","Employment Rate","Raw",71.6
"South Lanarkshire","2011-2012","Employment Rate","Raw",72.7
"South Lanarkshire","2012-2013","Employment Rate","Raw",73
"South Lanarkshire","2013-2014","Employment Rate","Raw",74
"South Lanarkshire","2014-2015","Employment Rate","Raw",74.4
"South Lanarkshire","2015-2016","Employment Rate","Raw",75.3333333333333
"South Lanarkshire","2016-2017","Employment Rate","Raw",75
"South Lanarkshire","2017-2018","Employment Rate","Raw",75.1333333333333
"South Lanarkshire","2018-2019","Employment Rate","Raw",75.8666666666667
