"CPP","Year","Indicator","Type","value"
"Dumfries and Galloway","2011-12","Wellbeing","Raw",7.53
"Dumfries and Galloway","2012-13","Wellbeing","Raw",7.7525
"Dumfries and Galloway","2013-14","Wellbeing","Raw",7.675
"Dumfries and Galloway","2014-15","Wellbeing","Raw",7.8725
"Dumfries and Galloway","2015-16","Wellbeing","Raw",7.6875
"Dumfries and Galloway","2016-17","Wellbeing","Raw",7.8225
"Dumfries and Galloway","2017-18","Wellbeing","Raw",7.84
"Dumfries and Galloway","2018-19","Wellbeing","Raw",7.7725
"Dumfries and Galloway","2019-20","Wellbeing","Raw",7.7675
"Dumfries and Galloway","2020-21","Wellbeing","Raw",7.5
"Dundee City","2011-12","Wellbeing","Raw",7.4125
"Dundee City","2012-13","Wellbeing","Raw",7.21
"Dundee City","2013-14","Wellbeing","Raw",7.335
"Dundee City","2014-15","Wellbeing","Raw",7.3175
"Dundee City","2015-16","Wellbeing","Raw",7.325
"Dundee City","2016-17","Wellbeing","Raw",7.3975
"Dundee City","2017-18","Wellbeing","Raw",7.4775
"Dundee City","2018-19","Wellbeing","Raw",7.39
"Dundee City","2019-20","Wellbeing","Raw",7.1625
"Dundee City","2020-21","Wellbeing","Raw",7.0725
"East Ayrshire","2011-12","Wellbeing","Raw",7.1775
"East Ayrshire","2012-13","Wellbeing","Raw",7.18
"East Ayrshire","2013-14","Wellbeing","Raw",7.405
"East Ayrshire","2014-15","Wellbeing","Raw",7.4125
"East Ayrshire","2015-16","Wellbeing","Raw",7.5175
"East Ayrshire","2016-17","Wellbeing","Raw",7.515
"East Ayrshire","2017-18","Wellbeing","Raw",7.5825
"East Ayrshire","2018-19","Wellbeing","Raw",7.4925
"East Ayrshire","2019-20","Wellbeing","Raw",7.3975
"East Ayrshire","2020-21","Wellbeing","Raw",7.2775
"East Dunbartonshire","2011-12","Wellbeing","Raw",7.5775
"East Dunbartonshire","2012-13","Wellbeing","Raw",7.445
"East Dunbartonshire","2013-14","Wellbeing","Raw",7.59
"East Dunbartonshire","2014-15","Wellbeing","Raw",7.6725
"East Dunbartonshire","2015-16","Wellbeing","Raw",7.76
"East Dunbartonshire","2016-17","Wellbeing","Raw",7.66
"East Dunbartonshire","2017-18","Wellbeing","Raw",7.6725
"East Dunbartonshire","2018-19","Wellbeing","Raw",7.71
"East Dunbartonshire","2019-20","Wellbeing","Raw",7.665
"East Dunbartonshire","2020-21","Wellbeing","Raw",7.37
"East Lothian","2011-12","Wellbeing","Raw",7.365
"East Lothian","2012-13","Wellbeing","Raw",7.435
"East Lothian","2013-14","Wellbeing","Raw",7.415
"East Lothian","2014-15","Wellbeing","Raw",7.505
"East Lothian","2015-16","Wellbeing","Raw",7.4625
"East Lothian","2016-17","Wellbeing","Raw",7.55
"East Lothian","2017-18","Wellbeing","Raw",7.54
"East Lothian","2018-19","Wellbeing","Raw",7.705
"East Lothian","2019-20","Wellbeing","Raw",7.6275
"East Lothian","2020-21","Wellbeing","Raw",7.3925
"East Renfrewshire","2011-12","Wellbeing","Raw",7.365
"East Renfrewshire","2012-13","Wellbeing","Raw",7.4425
"East Renfrewshire","2013-14","Wellbeing","Raw",7.515
"East Renfrewshire","2014-15","Wellbeing","Raw",7.5275
"East Renfrewshire","2015-16","Wellbeing","Raw",7.5175
"East Renfrewshire","2016-17","Wellbeing","Raw",7.6775
"East Renfrewshire","2017-18","Wellbeing","Raw",7.5725
"East Renfrewshire","2018-19","Wellbeing","Raw",7.725
"East Renfrewshire","2019-20","Wellbeing","Raw",7.6375
"East Renfrewshire","2020-21","Wellbeing","Raw",7.51
"Falkirk","2011-12","Wellbeing","Raw",7.39
"Falkirk","2012-13","Wellbeing","Raw",7.3575
"Falkirk","2013-14","Wellbeing","Raw",7.5275
"Falkirk","2014-15","Wellbeing","Raw",7.675
"Falkirk","2015-16","Wellbeing","Raw",7.4475
"Falkirk","2016-17","Wellbeing","Raw",7.545
"Falkirk","2017-18","Wellbeing","Raw",7.5725
"Falkirk","2018-19","Wellbeing","Raw",7.415
"Falkirk","2019-20","Wellbeing","Raw",7.415
"Falkirk","2020-21","Wellbeing","Raw",7.3025
"Fife","2011-12","Wellbeing","Raw",7.4575
"Fife","2012-13","Wellbeing","Raw",7.375
"Fife","2013-14","Wellbeing","Raw",7.47
"Fife","2014-15","Wellbeing","Raw",7.485
"Fife","2015-16","Wellbeing","Raw",7.5
"Fife","2016-17","Wellbeing","Raw",7.61
"Fife","2017-18","Wellbeing","Raw",7.49
"Fife","2018-19","Wellbeing","Raw",7.49
"Fife","2019-20","Wellbeing","Raw",7.3475
"Fife","2020-21","Wellbeing","Raw",7.2575
"Glasgow City","2011-12","Wellbeing","Raw",7.0625
"Glasgow City","2012-13","Wellbeing","Raw",7.205
"Glasgow City","2013-14","Wellbeing","Raw",7.1725
"Glasgow City","2014-15","Wellbeing","Raw",7.2825
"Glasgow City","2015-16","Wellbeing","Raw",7.3375
"Glasgow City","2016-17","Wellbeing","Raw",7.2025
"Glasgow City","2017-18","Wellbeing","Raw",7.2775
"Glasgow City","2018-19","Wellbeing","Raw",7.3575
"Glasgow City","2019-20","Wellbeing","Raw",7.29
"Glasgow City","2020-21","Wellbeing","Raw",7.03
"Highland","2011-12","Wellbeing","Raw",7.72
"Highland","2012-13","Wellbeing","Raw",7.6875
"Highland","2013-14","Wellbeing","Raw",7.685
"Highland","2014-15","Wellbeing","Raw",7.765
"Highland","2015-16","Wellbeing","Raw",7.8325
"Highland","2016-17","Wellbeing","Raw",7.77
"Highland","2017-18","Wellbeing","Raw",7.9925
"Highland","2018-19","Wellbeing","Raw",7.9275
"Highland","2019-20","Wellbeing","Raw",7.8825
"Highland","2020-21","Wellbeing","Raw",7.6325
"Inverclyde","2011-12","Wellbeing","Raw",7.25
"Inverclyde","2012-13","Wellbeing","Raw",7.2975
"Inverclyde","2013-14","Wellbeing","Raw",7.3175
"Inverclyde","2014-15","Wellbeing","Raw",7.3875
"Inverclyde","2015-16","Wellbeing","Raw",7.465
"Inverclyde","2016-17","Wellbeing","Raw",7.5225
"Inverclyde","2017-18","Wellbeing","Raw",7.2825
"Inverclyde","2018-19","Wellbeing","Raw",7.405
"Inverclyde","2019-20","Wellbeing","Raw",7.3875
"Inverclyde","2020-21","Wellbeing","Raw",7.2725
"Midlothian","2011-12","Wellbeing","Raw",7.575
"Midlothian","2012-13","Wellbeing","Raw",7.415
"Midlothian","2013-14","Wellbeing","Raw",7.3525
"Midlothian","2014-15","Wellbeing","Raw",7.595
"Midlothian","2015-16","Wellbeing","Raw",7.53
"Midlothian","2016-17","Wellbeing","Raw",7.655
"Midlothian","2017-18","Wellbeing","Raw",7.7825
"Midlothian","2018-19","Wellbeing","Raw",7.7525
"Midlothian","2019-20","Wellbeing","Raw",7.5275
"Midlothian","2020-21","Wellbeing","Raw",7.2925
"Moray","2011-12","Wellbeing","Raw",7.5575
"Moray","2012-13","Wellbeing","Raw",7.4425
"Moray","2013-14","Wellbeing","Raw",7.455
"Moray","2014-15","Wellbeing","Raw",7.7475
"Moray","2015-16","Wellbeing","Raw",7.43
"Moray","2016-17","Wellbeing","Raw",7.5325
"Moray","2017-18","Wellbeing","Raw",7.595
"Moray","2018-19","Wellbeing","Raw",7.7625
"Moray","2019-20","Wellbeing","Raw",7.7175
"Moray","2020-21","Wellbeing","Raw",7.41
"Na h-Eileanan Siar","2011-12","Wellbeing","Raw",7.9825
"Na h-Eileanan Siar","2012-13","Wellbeing","Raw",7.88
"Na h-Eileanan Siar","2013-14","Wellbeing","Raw",7.885
"Na h-Eileanan Siar","2014-15","Wellbeing","Raw",8.2175
"Na h-Eileanan Siar","2015-16","Wellbeing","Raw",8.13
"Na h-Eileanan Siar","2016-17","Wellbeing","Raw",7.985
"Na h-Eileanan Siar","2017-18","Wellbeing","Raw",8.0425
"Na h-Eileanan Siar","2018-19","Wellbeing","Raw",8.04
"Na h-Eileanan Siar","2019-20","Wellbeing","Raw",8.085
"Na h-Eileanan Siar","2020-21","Wellbeing","Raw",7.825
"North Ayrshire","2011-12","Wellbeing","Raw",7.07
"North Ayrshire","2012-13","Wellbeing","Raw",7.1375
"North Ayrshire","2013-14","Wellbeing","Raw",7.2625
"North Ayrshire","2014-15","Wellbeing","Raw",7.3275
"North Ayrshire","2015-16","Wellbeing","Raw",7.4075
"North Ayrshire","2016-17","Wellbeing","Raw",7.4025
"North Ayrshire","2017-18","Wellbeing","Raw",7.5275
"North Ayrshire","2018-19","Wellbeing","Raw",7.48
"North Ayrshire","2019-20","Wellbeing","Raw",7.2375
"North Ayrshire","2020-21","Wellbeing","Raw",7.0325
"North Lanarkshire","2011-12","Wellbeing","Raw",7.22
"North Lanarkshire","2012-13","Wellbeing","Raw",7.2775
"North Lanarkshire","2013-14","Wellbeing","Raw",7.31
"North Lanarkshire","2014-15","Wellbeing","Raw",7.4
"North Lanarkshire","2015-16","Wellbeing","Raw",7.45
"North Lanarkshire","2016-17","Wellbeing","Raw",7.465
"North Lanarkshire","2017-18","Wellbeing","Raw",7.4825
"North Lanarkshire","2018-19","Wellbeing","Raw",7.4925
"North Lanarkshire","2019-20","Wellbeing","Raw",7.675
"North Lanarkshire","2020-21","Wellbeing","Raw",7.3325
"Orkney Islands","2011-12","Wellbeing","Raw",7.8325
"Orkney Islands","2012-13","Wellbeing","Raw",7.935
"Orkney Islands","2013-14","Wellbeing","Raw",8.0925
"Orkney Islands","2014-15","Wellbeing","Raw",8.045
"Orkney Islands","2015-16","Wellbeing","Raw",8.11
"Orkney Islands","2016-17","Wellbeing","Raw",8.15
"Orkney Islands","2017-18","Wellbeing","Raw",8.0675
"Orkney Islands","2018-19","Wellbeing","Raw",8.23
"Orkney Islands","2019-20","Wellbeing","Raw",8.07
"Orkney Islands","2020-21","Wellbeing","Raw",7.9275
"Perth and Kinross","2011-12","Wellbeing","Raw",7.345
"Perth and Kinross","2012-13","Wellbeing","Raw",7.585
"Perth and Kinross","2013-14","Wellbeing","Raw",7.59
"Perth and Kinross","2014-15","Wellbeing","Raw",7.66
"Perth and Kinross","2015-16","Wellbeing","Raw",7.6375
"Perth and Kinross","2016-17","Wellbeing","Raw",7.7425
"Perth and Kinross","2017-18","Wellbeing","Raw",7.74
"Perth and Kinross","2018-19","Wellbeing","Raw",7.755
"Perth and Kinross","2019-20","Wellbeing","Raw",7.5725
"Perth and Kinross","2020-21","Wellbeing","Raw",7.3425
"Renfrewshire","2011-12","Wellbeing","Raw",7.19
"Renfrewshire","2012-13","Wellbeing","Raw",7.3625
"Renfrewshire","2013-14","Wellbeing","Raw",7.4475
"Renfrewshire","2014-15","Wellbeing","Raw",7.4
"Renfrewshire","2015-16","Wellbeing","Raw",7.5175
"Renfrewshire","2016-17","Wellbeing","Raw",7.52
"Renfrewshire","2017-18","Wellbeing","Raw",7.4575
"Renfrewshire","2018-19","Wellbeing","Raw",7.4925
"Renfrewshire","2019-20","Wellbeing","Raw",7.3725
"Renfrewshire","2020-21","Wellbeing","Raw",7.0675
"Scotland","2011-12","Wellbeing","Raw",7.36
"Scotland","2012-13","Wellbeing","Raw",7.4075
"Scotland","2013-14","Wellbeing","Raw",7.4525
"Scotland","2014-15","Wellbeing","Raw",7.5325
"Scotland","2015-16","Wellbeing","Raw",7.52
"Scotland","2016-17","Wellbeing","Raw",7.5125
"Scotland","2017-18","Wellbeing","Raw",7.55
"Scotland","2018-19","Wellbeing","Raw",7.56
"Scotland","2019-20","Wellbeing","Raw",7.4625
"Scotland","2020-21","Wellbeing","Raw",7.255
"Scottish Borders","2011-12","Wellbeing","Raw",7.5175
"Scottish Borders","2012-13","Wellbeing","Raw",7.625
"Scottish Borders","2013-14","Wellbeing","Raw",7.715
"Scottish Borders","2014-15","Wellbeing","Raw",7.705
"Scottish Borders","2015-16","Wellbeing","Raw",7.7575
"Scottish Borders","2016-17","Wellbeing","Raw",7.83
"Scottish Borders","2017-18","Wellbeing","Raw",7.7025
"Scottish Borders","2018-19","Wellbeing","Raw",7.645
"Scottish Borders","2019-20","Wellbeing","Raw",7.635
"Scottish Borders","2020-21","Wellbeing","Raw",7.49
"Shetland Islands","2011-12","Wellbeing","Raw",8.0275
"Shetland Islands","2012-13","Wellbeing","Raw",7.9275
"Shetland Islands","2013-14","Wellbeing","Raw",7.87
"Shetland Islands","2014-15","Wellbeing","Raw",7.8725
"Shetland Islands","2015-16","Wellbeing","Raw",7.8025
"Shetland Islands","2016-17","Wellbeing","Raw",7.8875
"Shetland Islands","2017-18","Wellbeing","Raw",7.77
"Shetland Islands","2018-19","Wellbeing","Raw",7.9
"Shetland Islands","2019-20","Wellbeing","Raw",7.5225
"Shetland Islands","2020-21","Wellbeing","Raw",7.455
"South Ayrshire","2011-12","Wellbeing","Raw",7.125
"South Ayrshire","2012-13","Wellbeing","Raw",7.2275
"South Ayrshire","2013-14","Wellbeing","Raw",7.4825
"South Ayrshire","2014-15","Wellbeing","Raw",7.5325
"South Ayrshire","2015-16","Wellbeing","Raw",7.5275
"South Ayrshire","2016-17","Wellbeing","Raw",7.565
"South Ayrshire","2017-18","Wellbeing","Raw",7.645
"South Ayrshire","2018-19","Wellbeing","Raw",7.5125
"South Ayrshire","2019-20","Wellbeing","Raw",7.505
"South Ayrshire","2020-21","Wellbeing","Raw",7.23
"South Lanarkshire","2011-12","Wellbeing","Raw",7.255
"South Lanarkshire","2012-13","Wellbeing","Raw",7.455
"South Lanarkshire","2013-14","Wellbeing","Raw",7.4875
"South Lanarkshire","2014-15","Wellbeing","Raw",7.585
"South Lanarkshire","2015-16","Wellbeing","Raw",7.565
"South Lanarkshire","2016-17","Wellbeing","Raw",7.56
"South Lanarkshire","2017-18","Wellbeing","Raw",7.455
"South Lanarkshire","2018-19","Wellbeing","Raw",7.6075
"South Lanarkshire","2019-20","Wellbeing","Raw",7.5
"South Lanarkshire","2020-21","Wellbeing","Raw",7.1375
"Stirling","2011-12","Wellbeing","Raw",7.4525
"Stirling","2012-13","Wellbeing","Raw",7.58
"Stirling","2013-14","Wellbeing","Raw",7.505
"Stirling","2014-15","Wellbeing","Raw",7.615
"Stirling","2015-16","Wellbeing","Raw",7.4925
"Stirling","2016-17","Wellbeing","Raw",7.4675
"Stirling","2017-18","Wellbeing","Raw",7.565
"Stirling","2018-19","Wellbeing","Raw",7.4125
"Stirling","2019-20","Wellbeing","Raw",7.4925
"Stirling","2020-21","Wellbeing","Raw",7.3175
"West Dunbartonshire","2011-12","Wellbeing","Raw",7.255
"West Dunbartonshire","2012-13","Wellbeing","Raw",7.2275
"West Dunbartonshire","2013-14","Wellbeing","Raw",7.29
"West Dunbartonshire","2014-15","Wellbeing","Raw",7.3125
"West Dunbartonshire","2015-16","Wellbeing","Raw",7.39
"West Dunbartonshire","2016-17","Wellbeing","Raw",7.505
"West Dunbartonshire","2017-18","Wellbeing","Raw",7.5975
"West Dunbartonshire","2018-19","Wellbeing","Raw",7.5225
"West Dunbartonshire","2019-20","Wellbeing","Raw",7.4
"West Dunbartonshire","2020-21","Wellbeing","Raw",7.2775
"West Lothian","2011-12","Wellbeing","Raw",7.4625
"West Lothian","2012-13","Wellbeing","Raw",7.4575
"West Lothian","2013-14","Wellbeing","Raw",7.565
"West Lothian","2014-15","Wellbeing","Raw",7.615
"West Lothian","2015-16","Wellbeing","Raw",7.545
"West Lothian","2016-17","Wellbeing","Raw",7.4275
"West Lothian","2017-18","Wellbeing","Raw",7.625
"West Lothian","2018-19","Wellbeing","Raw",7.485
"West Lothian","2019-20","Wellbeing","Raw",7.3
"West Lothian","2020-21","Wellbeing","Raw",7.05
